PT08.S1(CO),PT08.S2(NMHC),PT08.S4(NO2),T,RH,AH,Hour,DayOfWeek,NOx(GT)
1053.0,895.0,1446.0,17.2,48.6,0.9768,22,6,92.0
1133.0,823.0,1449.0,26.9,44.4,1.551,16,6,141.0
999.0,853.0,1756.0,20.3,70.9,1.6699,1,3,63.0
1130.0,803.0,1230.0,13.9,60.9,0.9644,13,6,267.0
1224.0,1071.0,1331.0,4.6,78.2,0.6686,20,2,431.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,15,4,1054.0
945.0,646.0,1332.0,13.8,54.6,0.8574,4,5,44.0
1020.0,863.0,1492.0,18.8,45.8,0.9855,23,2,141.0
831.0,822.0,1418.0,17.8,44.8,0.9048,3,6,141.0
1355.0,1244.0,1454.0,10.6,55.3,0.7058,14,5,644.0
1282.0,1247.0,1861.0,20.5,61.5,1.4673,13,4,141.0
871.0,628.0,1329.0,8.7,81.5,0.919,6,5,141.0
1183.0,1241.0,1937.0,39.5,18.3,1.2917,13,2,183.0
1618.0,1530.0,2167.0,18.0,32.9,0.6737,19,3,326.0
942.0,785.0,1365.0,19.7,32.5,0.7396,14,0,86.0
1000.0,763.0,1619.0,27.7,53.7,1.9661,1,4,141.0
1077.0,806.0,949.0,4.0,49.1,0.4019,3,2,141.0
1377.0,1123.0,1716.0,29.4,42.9,1.7308,16,5,249.0
1066.0,787.0,1552.0,23.9,40.4,1.1787,20,6,57.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,7,3,398.0
1103.0,1060.0,1748.0,37.5,21.5,1.3673,12,0,126.0
838.0,559.0,1428.0,28.0,45.2,1.6832,3,1,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,18,1,498.0
1026.0,890.0,1467.0,17.9,43.7,0.8856,23,3,141.0
1247.0,1142.0,1547.0,18.3,52.3,1.0922,15,4,469.0
1022.0,823.0,1599.0,32.5,27.6,1.3229,18,5,51.0
881.0,734.0,925.0,12.6,31.7,0.4613,12,3,141.0
842.0,722.0,1294.0,41.8,11.9,0.9476,15,6,40.0
1236.0,1084.0,1688.0,11.7,57.1,0.7822,19,1,131.0
842.0,624.0,1480.0,26.0,44.2,1.4657,3,1,141.0
849.0,682.0,1378.0,20.3,42.6,1.0045,19,6,67.0
1250.0,1069.0,1457.0,10.7,73.6,0.9439,7,2,397.0
1256.0,1340.0,2176.0,27.1,38.9,1.3758,21,3,149.0
1313.0,1318.0,1820.0,18.3,67.6,1.4103,10,1,593.0
1031.0,732.0,1476.0,19.8,78.0,1.7879,14,6,162.0
1220.0,1334.0,2066.0,36.6,20.6,1.2445,17,1,176.0
1195.0,1153.0,1732.0,36.8,18.0,1.0945,11,0,226.0
1064.0,830.0,1053.0,7.8,49.9,0.5307,10,6,270.0
1007.0,1000.0,1197.0,11.3,46.5,0.6194,12,1,141.0
948.0,702.0,1164.0,11.0,73.1,0.9554,6,2,146.0
1024.0,822.0,1266.0,12.4,77.1,1.1072,7,5,277.0
870.0,733.0,1392.0,23.4,46.3,1.3134,1,0,141.0
924.0,774.0,1460.0,11.3,73.8,0.9848,6,6,141.0
1170.0,1138.0,1233.0,11.1,32.6,0.4292,14,0,504.0
1250.0,1339.0,2075.0,31.3,27.3,1.2234,18,2,251.0
1124.0,790.0,1071.0,13.5,41.3,0.6342,15,6,258.0
956.0,735.0,942.0,3.1,53.5,0.4123,9,6,189.0
901.0,599.0,825.0,3.8,46.5,0.3762,1,6,147.0
920.0,601.0,920.0,3.9,65.5,0.5367,5,4,87.0
931.0,784.0,1372.0,16.9,79.8,1.5238,4,5,173.0
1319.0,1164.0,1543.0,15.1,58.6,0.9982,9,2,454.0
975.0,793.0,1254.0,13.9,33.2,0.5222,10,0,119.0
921.0,655.0,972.0,6.4,64.4,0.6204,6,0,178.0
1147.0,906.0,1687.0,16.0,65.8,1.1844,6,0,152.0
867.0,842.0,1077.0,13.5,34.9,0.5393,13,0,300.0
1012.0,861.0,1133.0,8.5,60.4,0.6713,9,0,311.0
968.0,794.0,1688.0,27.2,59.3,2.1059,1,4,39.0
1443.0,1418.0,2060.0,13.4,47.8,0.7293,19,3,253.0
1453.0,1190.0,1644.0,13.4,78.8,1.2104,9,5,637.0
1099.0,993.0,1507.0,21.5,46.7,1.1837,16,3,141.0
844.0,454.0,908.0,2.5,86.6,0.6407,3,1,141.0
1120.0,770.0,1012.0,7.7,49.7,0.5242,3,6,141.0
982.0,752.0,1153.0,9.0,77.3,0.8873,5,4,196.0
1077.0,969.0,1405.0,16.8,58.9,1.1199,16,4,337.0
1314.0,1267.0,1888.0,19.6,70.3,1.5821,7,0,336.0
934.0,911.0,1639.0,18.6,56.0,1.1865,6,0,85.0
1292.0,912.0,1591.0,9.7,71.2,0.8569,16,3,193.0
1057.0,1087.0,1769.0,24.4,35.2,1.0632,20,4,141.0
1208.0,1111.0,1653.0,32.2,18.9,0.8964,15,1,133.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,0,4,154.0
1124.0,927.0,1047.0,7.1,42.8,0.4327,12,6,397.0
953.0,874.0,1528.0,24.2,37.3,1.1118,1,5,72.0
855.0,669.0,1427.0,13.7,69.4,1.0794,2,4,46.0
1298.0,1075.0,1690.0,31.7,21.5,0.9902,14,4,103.0
875.0,912.0,1504.0,29.5,19.4,0.7872,14,0,85.0
795.0,569.0,1426.0,25.2,55.0,1.7405,4,5,18.0
1053.0,1173.0,1808.0,34.0,20.8,1.0898,15,1,189.0
930.0,710.0,1137.0,13.5,28.5,0.4405,22,0,61.0
1052.0,987.0,1556.0,20.0,63.3,1.4672,21,0,224.0
953.0,858.0,1544.0,22.8,58.5,1.5992,1,2,136.0
1135.0,948.0,1569.0,17.6,80.5,1.6062,0,2,215.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,20,4,147.0
1162.0,1064.0,1675.0,25.7,28.4,0.9248,16,1,124.0
1118.0,930.0,1748.0,28.2,55.0,2.0697,0,2,65.0
1110.0,964.0,1577.0,21.0,29.6,0.7263,12,0,122.0
889.0,738.0,1061.0,13.4,48.1,0.7374,21,3,197.0
1064.0,1048.0,1574.0,23.7,45.4,1.315,16,3,315.0
954.0,660.0,1342.0,23.7,49.2,1.4195,6,0,141.0
1304.0,1272.0,1673.0,25.4,33.3,1.0679,11,2,569.0
853.0,605.0,1488.0,25.4,54.6,1.7432,3,3,141.0
1280.0,1222.0,1519.0,11.0,60.9,0.7966,13,4,525.0
1037.0,993.0,1680.0,19.7,44.1,1.0039,7,5,168.0
1008.0,954.0,1626.0,15.6,58.3,1.0266,18,3,92.0
1346.0,1124.0,1490.0,15.3,52.6,0.906,21,0,510.0
753.0,426.0,792.0,6.9,49.3,0.4913,5,4,141.0
1296.0,977.0,1642.0,26.1,30.8,1.0253,15,6,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,1,2,141.0
878.0,518.0,1149.0,13.8,81.3,1.2767,4,1,50.0
940.0,656.0,1052.0,22.6,33.2,0.9007,14,3,134.0
1351.0,1278.0,1623.0,13.6,65.6,1.0167,13,2,712.0
835.0,705.0,1161.0,15.6,50.0,0.8773,0,5,19.0
1143.0,988.0,1590.0,18.8,36.8,0.7883,16,1,109.0
1426.0,1375.0,1751.0,13.0,73.0,1.086,15,2,836.0
1616.0,1610.0,1909.0,21.0,29.2,0.7192,19,2,796.0
1121.0,1190.0,1297.0,16.7,25.9,0.4886,17,1,604.0
1316.0,1177.0,1392.0,12.3,41.2,0.5867,17,4,525.0
1005.0,791.0,1650.0,24.6,62.7,1.9158,6,0,42.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,18,3,1186.0
1257.0,1495.0,2245.0,19.2,48.8,1.0751,8,1,379.0
1131.0,792.0,1177.0,15.1,48.6,0.8266,12,5,252.0
1108.0,1061.0,1454.0,21.1,44.8,1.1088,21,2,238.0
1075.0,1020.0,1732.0,33.3,23.9,1.2085,18,3,109.0
1283.0,1328.0,1294.0,13.0,20.3,0.303,17,0,640.0
1367.0,1343.0,1852.0,15.2,74.7,1.2824,7,1,141.0
791.0,480.0,738.0,4.5,39.7,0.3379,3,3,141.0
1297.0,1102.0,1375.0,18.2,36.3,0.7487,9,0,523.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,4,4,46.0
895.0,846.0,1371.0,26.6,30.6,1.0459,22,0,41.0
1268.0,1393.0,2144.0,32.5,26.0,1.2502,18,1,202.0
1274.0,1109.0,1723.0,8.1,70.5,0.7627,7,3,161.0
858.0,634.0,868.0,4.3,50.0,0.4199,12,2,189.0
1055.0,922.0,1634.0,30.1,33.9,1.4257,21,4,95.0
1427.0,1280.0,1481.0,8.3,58.5,0.6403,10,4,800.0
903.0,696.0,850.0,9.3,33.1,0.3874,14,5,180.0
1115.0,778.0,1158.0,10.9,55.9,0.7312,0,0,203.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,21,4,115.0
1138.0,1128.0,1737.0,27.8,29.9,1.1018,23,1,133.0
1100.0,982.0,1760.0,33.8,34.5,1.7788,19,2,84.0
1759.0,1588.0,1971.0,14.6,67.7,1.1164,21,4,1155.0
1199.0,928.0,1533.0,25.7,48.8,1.5913,15,5,141.0
1321.0,1224.0,1617.0,20.3,46.7,1.0971,12,5,537.0
1140.0,1155.0,1660.0,23.6,42.8,1.23,17,4,320.0
1346.0,1211.0,1674.0,20.1,59.6,1.3852,18,5,404.0
805.0,637.0,1276.0,24.1,44.0,1.3034,2,3,24.0
1015.0,1062.0,1668.0,36.4,15.1,0.9005,16,4,127.0
788.0,487.0,769.0,4.0,47.8,0.3939,1,2,55.0
1037.0,1046.0,1763.0,28.8,29.1,1.1349,10,1,177.0
947.0,798.0,1276.0,19.4,50.3,1.1201,0,3,108.0
1094.0,850.0,1489.0,19.7,38.4,0.8743,11,3,130.0
1129.0,875.0,1524.0,20.6,36.7,0.8797,12,3,106.0
1436.0,1435.0,1911.0,18.3,63.8,1.331,11,1,141.0
1070.0,1218.0,1697.0,34.4,16.4,0.8761,17,2,182.0
1309.0,1186.0,1973.0,17.7,70.8,1.4171,9,1,192.0
922.0,878.0,1363.0,36.8,16.2,0.9922,17,0,60.0
1314.0,1173.0,1627.0,12.7,77.2,1.1298,8,0,587.0
1250.0,990.0,1262.0,22.2,28.1,0.7426,12,4,353.0
941.0,723.0,880.0,9.3,33.8,0.3981,13,5,165.0
835.0,472.0,1117.0,13.9,43.6,0.6871,6,0,33.0
997.0,825.0,948.0,9.6,31.3,0.3763,13,2,226.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,22,6,506.0
1206.0,1131.0,1675.0,17.4,79.3,1.5593,9,5,493.0
812.0,652.0,964.0,9.1,49.6,0.5765,20,6,210.0
1095.0,918.0,1527.0,15.7,49.4,0.8768,21,1,91.0
1133.0,971.0,1059.0,7.8,41.3,0.4389,21,1,357.0
949.0,929.0,1711.0,20.0,56.6,1.3095,6,3,101.0
920.0,667.0,916.0,3.6,55.4,0.4419,7,0,131.0
862.0,561.0,1219.0,8.2,68.5,0.7455,3,4,141.0
1363.0,1192.0,1501.0,13.4,57.9,0.8895,12,1,531.0
1464.0,1552.0,2366.0,22.8,54.2,1.4886,8,3,417.0
1207.0,1098.0,1664.0,16.8,35.3,0.6729,11,4,180.0
1210.0,1151.0,1428.0,11.3,60.1,0.8022,14,4,406.0
807.0,681.0,1435.0,24.8,37.8,1.1639,2,4,41.0
1064.0,881.0,979.0,11.4,27.8,0.3748,12,1,340.0
934.0,795.0,1328.0,20.3,28.5,0.6686,23,6,88.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,21,1,141.0
901.0,733.0,1605.0,24.9,63.5,1.9647,2,0,27.0
989.0,846.0,1476.0,9.9,74.0,0.9009,20,0,141.0
1026.0,1094.0,1629.0,31.3,19.1,0.8634,11,1,278.0
857.0,753.0,860.0,12.4,24.0,0.3443,0,5,261.0
1487.0,1350.0,1698.0,20.1,42.4,0.988,19,1,605.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,18,1,295.0
966.0,703.0,903.0,2.2,59.6,0.4333,3,5,141.0
1102.0,957.0,1527.0,17.1,37.4,0.7225,17,3,120.0
973.0,764.0,1373.0,38.1,19.7,1.2928,17,1,141.0
975.0,822.0,1049.0,8.5,43.6,0.4865,8,3,141.0
1053.0,911.0,1603.0,25.5,33.5,1.0767,16,5,98.0
841.0,625.0,846.0,9.0,39.5,0.4554,10,6,172.0
987.0,786.0,1220.0,13.0,69.4,1.0364,1,1,273.0
1354.0,1275.0,1799.0,28.4,39.8,1.5191,17,4,294.0
1048.0,839.0,1607.0,38.7,25.8,1.7426,16,2,80.0
1065.0,942.0,1576.0,16.0,47.4,0.8564,7,5,106.0
1481.0,1202.0,1639.0,15.1,73.2,1.244,11,5,699.0
1040.0,917.0,1038.0,4.8,41.9,0.3634,9,3,335.0
983.0,1094.0,1659.0,35.4,15.3,0.8613,17,4,149.0
1210.0,1067.0,1879.0,27.3,47.1,1.6807,9,5,151.0
903.0,968.0,1565.0,28.7,25.0,0.9684,15,3,141.0
1212.0,1010.0,1284.0,7.8,63.4,0.6735,20,5,380.0
924.0,648.0,1186.0,14.5,39.0,0.6428,22,6,63.0
1378.0,1229.0,1820.0,21.8,69.6,1.79,22,2,405.0
1321.0,1175.0,1366.0,25.1,21.8,0.6854,17,4,494.0
893.0,676.0,1567.0,21.4,75.5,1.9033,4,4,45.0
986.0,651.0,1380.0,14.5,58.0,0.9488,4,5,60.0
885.0,655.0,1015.0,6.6,75.3,0.7378,5,1,145.0
1172.0,1108.0,1878.0,28.3,34.5,1.3084,20,3,166.0
1392.0,1429.0,1990.0,16.3,75.9,1.3991,8,1,581.0
1489.0,1534.0,2080.0,17.8,66.3,1.341,20,0,141.0
1358.0,1128.0,1344.0,14.7,37.2,0.618,17,3,434.0
1289.0,1217.0,1975.0,24.1,65.5,1.9371,13,2,141.0
1192.0,1097.0,1688.0,30.1,22.1,0.9281,12,2,118.0
979.0,736.0,1324.0,9.9,59.5,0.7276,23,3,75.0
1522.0,1337.0,1578.0,10.4,57.0,0.7167,17,4,706.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,16,1,369.0
888.0,653.0,1272.0,24.2,43.8,1.3057,1,1,141.0
1116.0,803.0,1173.0,15.5,49.0,0.8579,22,6,233.0
1800.0,1426.0,2106.0,19.0,41.3,0.9007,21,1,317.0
980.0,800.0,1462.0,16.4,52.1,0.9612,6,2,46.0
1107.0,1080.0,1675.0,30.9,26.9,1.1835,10,5,167.0
1187.0,970.0,1174.0,8.4,44.6,0.4922,9,4,477.0
1119.0,1022.0,1508.0,17.1,31.3,0.6038,17,5,137.0
1255.0,983.0,1439.0,12.2,65.6,0.93,8,5,320.0
986.0,830.0,1482.0,36.6,24.6,1.4872,18,6,73.0
1590.0,1466.0,1831.0,13.3,66.9,1.0163,12,1,999.0
1046.0,960.0,1637.0,23.7,55.4,1.6031,0,2,189.0
1100.0,1038.0,1873.0,29.8,45.2,1.8642,18,4,109.0
965.0,692.0,1549.0,23.8,63.5,1.8495,1,6,45.0
1145.0,867.0,1499.0,25.8,49.6,1.6213,14,5,141.0
1431.0,1482.0,2025.0,29.4,20.5,0.8262,17,3,141.0
1701.0,1692.0,1832.0,6.2,56.9,0.5419,20,3,1220.0
1309.0,1333.0,1555.0,4.4,81.3,0.689,8,3,911.0
925.0,866.0,1013.0,14.4,30.2,0.4911,10,4,328.0
951.0,583.0,1212.0,13.9,79.6,1.2616,4,0,89.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,22,2,303.0
1332.0,997.0,1304.0,9.1,68.7,0.7925,4,5,345.0
1489.0,1270.0,1889.0,13.5,53.4,0.8196,9,3,309.0
809.0,664.0,1323.0,26.8,35.0,1.2175,8,5,141.0
1534.0,1013.0,1611.0,13.9,53.6,0.8498,0,6,190.0
1123.0,1088.0,1789.0,24.0,36.6,1.0772,9,5,157.0
845.0,569.0,709.0,7.9,25.9,0.2774,16,6,128.0
889.0,603.0,853.0,22.0,20.2,0.5274,14,5,112.0
1545.0,1403.0,1743.0,16.7,42.5,0.8002,20,4,571.0
1097.0,721.0,1266.0,21.6,46.8,1.1959,12,0,183.0
1071.0,1047.0,1129.0,28.5,13.1,0.5028,14,0,265.0
917.0,563.0,1257.0,10.7,67.6,0.8703,14,0,58.0
852.0,651.0,1387.0,21.7,42.7,1.0949,17,6,57.0
977.0,913.0,1512.0,24.7,41.8,1.2839,9,5,104.0
808.0,539.0,1383.0,28.5,48.7,1.872,3,4,141.0
815.0,488.0,742.0,11.2,38.3,0.5099,4,5,63.0
940.0,665.0,955.0,1.4,76.3,0.5261,7,6,188.0
1016.0,647.0,1090.0,8.4,74.5,0.8241,5,0,117.0
967.0,824.0,1637.0,25.5,61.6,1.9804,1,0,40.0
932.0,642.0,871.0,3.3,56.1,0.4379,3,3,141.0
1424.0,1145.0,1482.0,12.4,78.4,1.1269,2,5,574.0
1218.0,938.0,1501.0,16.8,36.9,0.7018,10,6,128.0
1046.0,736.0,1312.0,8.1,62.1,0.6746,2,5,75.0
1040.0,688.0,920.0,3.7,62.9,0.5059,5,2,185.0
1233.0,827.0,1446.0,10.8,58.4,0.7552,10,3,112.0
961.0,874.0,1003.0,15.6,26.2,0.4604,19,4,248.0
1180.0,1339.0,1868.0,33.3,23.6,1.1842,18,2,382.0
961.0,801.0,1683.0,26.0,54.9,1.8141,2,2,33.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,14,6,22.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,19,1,1037.0
1086.0,726.0,1192.0,13.4,64.8,0.988,2,6,202.0
850.0,529.0,780.0,6.1,40.8,0.3868,6,1,64.0
1362.0,1277.0,2188.0,25.9,51.5,1.7,7,1,282.0
1308.0,1306.0,1471.0,16.5,32.9,0.6127,14,2,808.0
1105.0,1080.0,1758.0,20.8,40.6,0.9888,13,0,139.0
1380.0,1206.0,1500.0,14.9,49.9,0.8394,14,5,455.0
958.0,758.0,985.0,4.3,56.4,0.4721,18,1,206.0
1118.0,830.0,1058.0,5.7,59.9,0.5523,22,5,295.0
1117.0,876.0,1264.0,12.4,64.7,0.9266,21,0,300.0
978.0,840.0,1422.0,38.5,18.0,1.2055,13,1,141.0
1019.0,964.0,957.0,15.8,16.7,0.2972,17,1,325.0
1535.0,1578.0,2125.0,25.7,45.6,1.487,13,1,583.0
1133.0,811.0,1182.0,10.1,58.9,0.7301,1,0,215.0
819.0,810.0,1027.0,13.4,36.3,0.5556,13,0,220.0
1473.0,1235.0,1702.0,21.0,49.8,1.2208,17,4,483.0
1206.0,1175.0,1746.0,29.8,38.0,1.5642,14,3,275.0
884.0,658.0,813.0,8.7,31.2,0.3521,0,1,126.0
1038.0,957.0,1271.0,9.3,73.5,0.8651,1,3,344.0
1075.0,1079.0,1798.0,24.4,40.0,1.2079,21,2,166.0
845.0,583.0,929.0,5.7,62.7,0.5801,6,2,138.0
838.0,685.0,1121.0,23.4,27.1,0.7681,16,6,119.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,12,6,43.0
1016.0,760.0,1044.0,4.1,65.8,0.5451,10,6,254.0
812.0,664.0,1215.0,21.1,44.5,1.098,2,5,79.0
874.0,751.0,792.0,12.0,19.3,0.2716,14,1,199.0
900.0,563.0,1130.0,10.5,42.9,0.5442,2,1,46.0
1452.0,1152.0,1747.0,25.6,25.6,0.8254,13,2,204.0
992.0,844.0,990.0,13.1,26.6,0.399,14,6,156.0
1387.0,981.0,1368.0,13.2,56.2,0.8499,12,6,415.0
850.0,629.0,847.0,10.7,34.4,0.4406,11,6,138.0
1183.0,914.0,1387.0,18.7,54.5,1.1644,20,5,263.0
975.0,859.0,1043.0,4.2,69.0,0.5737,6,6,177.0
1633.0,1199.0,1919.0,17.4,51.6,1.0159,19,5,215.0
1063.0,930.0,1749.0,25.0,46.5,1.4492,11,2,102.0
1085.0,967.0,1321.0,14.9,58.4,0.9839,14,1,241.0
865.0,764.0,1430.0,21.3,46.5,1.1608,6,5,51.0
1352.0,1231.0,1605.0,11.1,77.2,1.0175,10,2,726.0
997.0,769.0,1524.0,12.6,79.9,1.1596,6,5,141.0
1118.0,1096.0,1649.0,19.9,65.3,1.5066,16,2,257.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,1,3,123.0
931.0,972.0,974.0,11.9,21.3,0.2957,19,5,424.0
1025.0,795.0,967.0,8.9,37.9,0.4318,16,2,259.0
1085.0,1164.0,1503.0,13.5,58.2,0.8944,7,1,368.0
973.0,858.0,1584.0,21.1,46.2,1.1389,7,0,137.0
1102.0,855.0,1279.0,17.3,53.3,1.0407,14,2,258.0
1184.0,1148.0,1178.0,2.2,58.1,0.4218,9,3,496.0
1320.0,1190.0,1825.0,30.0,41.6,1.7324,11,0,395.0
877.0,769.0,1212.0,22.4,36.0,0.9621,16,6,141.0
903.0,779.0,1278.0,28.1,28.6,1.0715,15,5,137.0
949.0,764.0,1579.0,35.9,32.1,1.8697,14,3,44.0
1016.0,780.0,1004.0,4.6,64.4,0.5525,2,6,255.0
958.0,928.0,986.0,13.3,24.3,0.3686,14,6,351.0
886.0,598.0,1374.0,17.9,52.4,1.0655,6,6,41.0
984.0,832.0,966.0,4.3,48.4,0.4043,10,4,296.0
1388.0,1372.0,2105.0,18.5,49.4,1.0397,7,4,272.0
951.0,939.0,1488.0,25.3,30.0,0.9508,23,2,96.0
1093.0,836.0,1142.0,4.6,82.0,0.6997,11,3,414.0
913.0,659.0,1121.0,10.3,74.9,0.9362,4,6,86.0
1275.0,1193.0,1389.0,6.4,65.6,0.6348,8,0,587.0
1072.0,1011.0,1075.0,14.2,26.8,0.4332,20,5,340.0
944.0,891.0,1593.0,22.1,43.9,1.1521,22,3,141.0
935.0,672.0,1183.0,19.6,27.4,0.6162,17,6,65.0
1138.0,1113.0,1641.0,19.2,68.8,1.5097,23,1,337.0
1327.0,1139.0,1894.0,17.4,67.0,1.325,14,2,236.0
1088.0,965.0,1744.0,27.9,42.7,1.5754,8,0,168.0
1011.0,734.0,1497.0,19.2,87.2,1.9195,23,1,141.0
1008.0,1037.0,1587.0,33.7,25.1,1.2915,13,3,141.0
970.0,691.0,956.0,3.7,64.8,0.5208,9,6,208.0
1568.0,1528.0,1661.0,9.4,41.3,0.4888,17,3,864.0
1034.0,850.0,1643.0,27.3,44.1,1.5751,22,6,84.0
1149.0,952.0,1577.0,13.5,54.1,0.8351,21,1,144.0
831.0,557.0,1257.0,7.4,85.2,0.8808,5,5,141.0
1234.0,1355.0,2095.0,16.4,50.2,0.9286,8,4,196.0
946.0,931.0,1745.0,18.2,62.3,1.2903,6,1,126.0
983.0,881.0,1472.0,18.2,76.4,1.5787,1,1,227.0
914.0,774.0,1323.0,20.0,31.5,0.7262,0,1,53.0
918.0,778.0,1136.0,7.5,81.5,0.8495,5,3,165.0
983.0,600.0,1375.0,15.0,61.5,1.0418,2,0,141.0
1247.0,1188.0,1237.0,9.1,36.1,0.4172,13,3,707.0
1163.0,919.0,1530.0,11.1,50.5,0.6654,9,5,128.0
1456.0,1291.0,1753.0,18.1,62.1,1.2822,16,3,641.0
1196.0,997.0,1644.0,19.2,42.7,0.9425,12,4,127.0
1240.0,1102.0,1989.0,22.0,75.9,1.9817,7,4,205.0
881.0,647.0,1250.0,25.5,38.2,1.2296,7,6,141.0
1267.0,1088.0,1740.0,19.8,46.8,1.0702,21,2,151.0
1475.0,1324.0,1925.0,23.3,57.9,1.6376,18,5,475.0
1054.0,1036.0,1585.0,35.7,22.2,1.2765,14,4,141.0
728.0,475.0,1061.0,15.1,55.4,0.9439,4,3,141.0
1135.0,792.0,1170.0,9.5,69.5,0.8261,1,2,226.0
922.0,1042.0,1744.0,31.3,24.1,1.0816,12,0,152.0
1490.0,1424.0,2033.0,19.5,66.9,1.4999,8,4,592.0
1173.0,985.0,1477.0,16.1,31.3,0.568,18,0,126.0
923.0,602.0,831.0,7.2,39.3,0.4004,23,0,117.0
979.0,917.0,1398.0,18.1,56.4,1.1645,9,1,141.0
836.0,728.0,1353.0,20.6,39.9,0.9597,0,0,16.0
1589.0,1418.0,2015.0,25.4,55.1,1.761,14,2,141.0
1223.0,1075.0,1678.0,19.3,34.2,0.7566,11,3,164.0
1069.0,918.0,1045.0,11.6,30.9,0.4223,16,4,276.0
1199.0,1108.0,1450.0,19.2,47.1,1.0371,15,1,423.0
1071.0,752.0,1289.0,23.6,39.4,1.132,14,0,132.0
901.0,661.0,1124.0,13.3,65.3,0.9948,2,0,150.0
1263.0,997.0,1140.0,4.7,60.8,0.5232,3,4,141.0
738.0,539.0,1257.0,18.9,45.0,0.9703,3,0,141.0
1062.0,880.0,1580.0,22.9,65.7,1.8148,14,6,161.0
1147.0,1158.0,1200.0,12.9,24.5,0.363,16,0,529.0
834.0,632.0,871.0,11.5,34.2,0.4621,4,5,111.0
1078.0,1009.0,1730.0,37.8,22.7,1.4653,16,3,120.0
893.0,653.0,845.0,3.4,46.6,0.3668,14,5,152.0
1201.0,1116.0,1130.0,4.4,38.8,0.328,9,0,141.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,23,1,141.0
815.0,565.0,1350.0,22.9,59.4,1.6353,4,0,141.0
958.0,907.0,1536.0,14.9,54.8,0.9247,6,4,141.0
1125.0,1025.0,1147.0,7.7,41.9,0.4409,20,4,356.0
1154.0,1026.0,1623.0,32.6,31.8,1.5361,15,0,505.0
1076.0,1105.0,1782.0,33.5,22.9,1.1649,16,1,169.0
1523.0,1342.0,1588.0,6.4,82.9,0.8022,20,1,745.0
879.0,796.0,1454.0,21.1,47.1,1.1641,6,3,58.0
1260.0,1121.0,1569.0,20.0,56.7,1.3078,11,5,313.0
954.0,828.0,1589.0,27.7,47.4,1.7344,21,5,51.0
1060.0,805.0,1418.0,13.4,54.2,0.8319,23,2,141.0
1474.0,1306.0,2060.0,12.6,70.2,1.0221,8,4,190.0
989.0,814.0,1657.0,28.6,53.7,2.0691,22,3,53.0
913.0,728.0,1418.0,19.7,66.8,1.5184,5,2,121.0
1066.0,839.0,1700.0,27.2,59.1,2.0997,1,2,47.0
990.0,604.0,947.0,10.1,47.6,0.587,10,6,114.0
1281.0,1216.0,1604.0,16.3,58.1,1.0648,21,3,542.0
1018.0,693.0,937.0,13.8,32.4,0.5084,14,5,157.0
1121.0,873.0,1206.0,6.7,76.2,0.7519,13,3,317.0
862.0,540.0,999.0,7.2,74.4,0.7581,5,4,73.0
1004.0,955.0,1671.0,18.5,57.4,1.2076,6,0,146.0
915.0,690.0,1570.0,22.9,57.7,1.5902,3,3,141.0
889.0,694.0,1198.0,14.9,72.3,1.2186,6,5,114.0
1423.0,1247.0,1887.0,23.7,31.0,0.8968,10,4,245.0
1111.0,1120.0,1790.0,25.6,33.3,1.0773,10,0,161.0
871.0,639.0,1528.0,23.7,53.5,1.546,4,3,21.0
1053.0,895.0,1446.0,17.2,48.6,0.9768,17,4,256.0
1257.0,1179.0,1545.0,19.4,47.1,1.051,14,1,455.0
1305.0,884.0,1573.0,19.5,42.3,0.9476,15,5,95.0
1306.0,1079.0,1668.0,25.4,47.4,1.517,15,4,278.0
904.0,640.0,1152.0,11.3,81.0,1.0851,17,6,154.0
924.0,709.0,1318.0,16.0,41.4,0.7487,23,0,63.0
1041.0,659.0,1188.0,10.6,82.1,1.0451,10,6,211.0
1186.0,1125.0,1493.0,12.5,73.2,1.0563,15,3,659.0
959.0,717.0,939.0,9.8,43.3,0.5238,12,5,171.0
958.0,744.0,1419.0,22.1,54.5,1.4337,5,5,141.0
872.0,476.0,794.0,6.9,48.1,0.4796,5,4,36.0
1469.0,1086.0,1485.0,11.0,81.7,1.0727,23,5,514.0
1015.0,743.0,981.0,22.8,21.7,0.5945,18,6,190.0
1305.0,995.0,1402.0,14.1,60.8,0.9716,21,5,484.0
